Name,Party,Status 20221114,Year,Twitter,Href,Position,State
Howie Morales,Democratic,Last elected,2022.0,"defaultdict(<class 'str'>, {'Official Twitter': 'https://www.twitter.com/LtGovMorales'})",https://ballotpedia.org/Howie_Morales,Governor,New Mexico
Anthony Thornton,Republican,Last election,2022.0,"defaultdict(<class 'str'>, {'Campaign Twitter': 'https://www.twitter.com/The_NextLG'})",https://ballotpedia.org/Anthony_L._Thornton,Governor,New Mexico
Efren Gallardo,Libertarian,Last election,2022.0,"defaultdict(<class 'str'>, {})",https://ballotpedia.org/Efren_Gallardo,Governor,New Mexico
Peggy Muller-Aragon,Nonpartisan,Last elected,2019.0,"defaultdict(<class 'str'>, {})",https://ballotpedia.org/Peggy_L._Muller-Aragon,Governor,New Mexico
Travis Sanchez,Libertarian,Last election,2022.0,"defaultdict(<class 'str'>, {})",https://ballotpedia.org/Travis_Sanchez,Governor,New Mexico
Steve Pearce,Republican,Last election,2018.0,"defaultdict(<class 'str'>, {'Personal Twitter': 'https://www.twitter.com/pearce4nm'})",https://ballotpedia.org/Steve_Pearce,Governor,New Mexico
Jeff Apodaca,Democratic,Last election,2018.0,"defaultdict(<class 'str'>, {'Personal Twitter': 'https://www.twitter.com/apo4nm'})",https://ballotpedia.org/Jeff_Apodaca,Governor,New Mexico
Joseph Cervantes,Democratic,Last elected,2020.0,"defaultdict(<class 'str'>, {'Official Twitter': 'https://www.twitter.com/SenJoeCervantes'})",https://ballotpedia.org/Joseph_Cervantes,Governor,New Mexico
Michelle Garcia Holmes,Republican,Last election,2022.0,"defaultdict(<class 'str'>, {'Campaign Twitter': 'https://www.twitter.com/GarciaHolmes4NM'})",https://ballotpedia.org/Michelle_Garcia_Holmes,Governor,New Mexico
Rick Miera,Democratic,Last election,2018.0,"defaultdict(<class 'str'>, {'Personal Twitter': 'https://www.twitter.com/rickfornm'})",https://ballotpedia.org/Rick_Miera,Governor,New Mexico
Billy Garrett,Democratic,Last election,2018.0,"defaultdict(<class 'str'>, {})",https://ballotpedia.org/Billy_Garrett_(New_Mexico),Governor,New Mexico
Julie Vargas,Democratic,Last elected,2022.0,"defaultdict(<class 'str'>, {})",https://ballotpedia.org/Julie_Vargas,State Supreme Court,New Mexico
Thomas Montoya,Republican,Last election,2022.0,"defaultdict(<class 'str'>, {})",https://ballotpedia.org/Thomas_Montoya,State Supreme Court,New Mexico
Briana H. Zamora,Democratic,Last elected,2022.0,"defaultdict(<class 'str'>, {})",https://ballotpedia.org/Briana_H._Zamora,State Supreme Court,New Mexico
Kerry Morris,Republican,Last election,2022.0,"defaultdict(<class 'str'>, {})",https://ballotpedia.org/Kerry_Morris,State Supreme Court,New Mexico
Michael E. Vigil,Democratic,Last elected,2022.0,"defaultdict(<class 'str'>, {})",https://ballotpedia.org/Michael_Vigil,State Supreme Court,New Mexico
Tammy Duckworth,Democratic,Last elected,2022.0,"defaultdict(<class 'str'>, {'Official Twitter': 'https://www.twitter.com/SenDuckworth', 'Campaign Twitter': 'https://www.twitter.com/TammyDuckworth'})",https://ballotpedia.org/Tammy_Duckworth,U.S. Senate,Illinois
Kathy Salvi,Republican,Last election,2022.0,"defaultdict(<class 'str'>, {'Campaign Twitter': 'https://www.twitter.com/salviforsenate'})",https://ballotpedia.org/Kathy_Salvi,U.S. Senate,Illinois
Bill Redpath,Libertarian,Last election,2022.0,"defaultdict(<class 'str'>, {'Campaign Twitter': 'https://www.twitter.com/BillRedpath'})",https://ballotpedia.org/Bill_Redpath,U.S. Senate,Illinois
Lowell Seida,Independent,Last election,2022.0,"defaultdict(<class 'str'>, {})",https://ballotpedia.org/Lowell_Seida,U.S. Senate,Illinois
Connor VlaKancic,Independent,Last election,2022.0,"defaultdict(<class 'str'>, {})",https://ballotpedia.org/Connor_VlaKancic,U.S. Senate,Illinois
Peggy Hubbard,Republican,Last election,2022.0,"defaultdict(<class 'str'>, {'Campaign Twitter': 'https://www.twitter.com/PeggyHubbardIL'})",https://ballotpedia.org/Peggy_Hubbard,U.S. Senate,Illinois
Matthew Dubiel,Republican,Last election,2022.0,"defaultdict(<class 'str'>, {'Campaign Twitter': 'https://www.twitter.com/Mattonair'})",https://ballotpedia.org/Matthew_Dubiel,U.S. Senate,Illinois
Casey Chlebek,Republican,Last election,2022.0,"defaultdict(<class 'str'>, {'Campaign Twitter': 'https://www.twitter.com/CaseySenate'})",https://ballotpedia.org/Casey_Chlebek,U.S. Senate,Illinois
Bobby Piton,Republican,Last election,2022.0,"defaultdict(<class 'str'>, {'Campaign Twitter': 'https://www.twitter.com/UAmerica333'})",https://ballotpedia.org/Bobby_Piton,U.S. Senate,Illinois
Anthony Williams,Republican,Last election,2022.0,"defaultdict(<class 'str'>, {})",https://ballotpedia.org/Anthony_Williams_(Illinois),U.S. Senate,Illinois
Jimmy Lee Tillman II,Republican,Last election,2022.0,"defaultdict(<class 'str'>, {})",https://ballotpedia.org/Jimmy_Lee_Tillman_II,U.S. Senate,Illinois
Dick Durbin,Democratic,Last elected,2020.0,"defaultdict(<class 'str'>, {'Official Twitter': 'https://www.twitter.com/SenatorDurbin', 'Campaign Twitter': 'https://www.twitter.com/DickDurbin'})",https://ballotpedia.org/Dick_Durbin,U.S. Senate,Illinois
Mark Curran,Republican,Last election,2022.0,"defaultdict(<class 'str'>, {'Campaign Twitter': 'https://www.twitter.com/ElectMarkCurran'})",https://ballotpedia.org/Mark_Curran,U.S. Senate,Illinois
Willie Wilson,Nonpartisan,Last election,2020.0,"defaultdict(<class 'str'>, {'Campaign Twitter': 'https://www.twitter.com/DrWillieWilson'})",https://ballotpedia.org/Willie_Wilson,U.S. Senate,Illinois
Danny Malouf,Libertarian,Last election,2020.0,"defaultdict(<class 'str'>, {'Campaign Twitter': 'https://www.twitter.com/DannyMalouf2020'})",https://ballotpedia.org/Danny_Malouf,U.S. Senate,Illinois
David Black,Green,Last election,2020.0,"defaultdict(<class 'str'>, {})",https://ballotpedia.org/David_Black_(Illinois),U.S. Senate,Illinois
Kevin Keely,Independent,Last election,2020.0,"defaultdict(<class 'str'>, {'Campaign Twitter': 'https://www.twitter.com/K_Keely4Senate'})",https://ballotpedia.org/Kevin_Keely,U.S. Senate,Illinois
Albert Schaal,Independent,Last election,2020.0,"defaultdict(<class 'str'>, {})",https://ballotpedia.org/Albert_Schaal,U.S. Senate,Illinois
Robert Marshall,Republican,Last election,2020.0,"defaultdict(<class 'str'>, {})",https://ballotpedia.org/Robert_Marshall_(Illinois),U.S. Senate,Illinois
Tom Tarter,Republican,Last election,2020.0,"defaultdict(<class 'str'>, {'Campaign Twitter': 'https://www.twitter.com/DrTarter'})",https://ballotpedia.org/Tom_Tarter,U.S. Senate,Illinois
Richard Mayers,Independent,Last election,2020.0,"defaultdict(<class 'str'>, {})",https://ballotpedia.org/Richard_Mayers,U.S. Senate,Illinois
J.B. Pritzker,Democratic,Last elected,2022.0,"defaultdict(<class 'str'>, {'Official Twitter': 'https://www.twitter.com/GovPritzker', 'Personal Twitter': 'https://www.twitter.com/JBPritzker'})",https://ballotpedia.org/J.B._Pritzker,Governor,Illinois
Darren Bailey,Republican,Last elected,2020.0,"defaultdict(<class 'str'>, {'Campaign Twitter': 'https://www.twitter.com/DarrenBaileyIL'})",https://ballotpedia.org/Darren_Bailey,Governor,Illinois
Scott Mitchell Schluter,Libertarian,Last election,2022.0,"defaultdict(<class 'str'>, {'Campaign Twitter': 'https://www.twitter.com/scottforliberty'})",https://ballotpedia.org/Scott_Mitchell_Schluter,Governor,Illinois
Shon-Tiyon Horton,Independent,Last election,2022.0,"defaultdict(<class 'str'>, {})",https://ballotpedia.org/Shon-Tiyon_Horton,Governor,Illinois
Elizabeth Sebesta,Independent,Last election,2022.0,"defaultdict(<class 'str'>, {})",https://ballotpedia.org/Elizabeth_Sebesta,Governor,Illinois
Emily Johnson,Independent,Last election,2022.0,"defaultdict(<class 'str'>, {})",https://ballotpedia.org/Emily_Johnson,Governor,Illinois
Beverly Miles,Democratic,Last election,2022.0,"defaultdict(<class 'str'>, {})",https://ballotpedia.org/Beverly_Miles,Governor,Illinois
Jesse Sullivan,Republican,Last election,2022.0,"defaultdict(<class 'str'>, {'Campaign Twitter': 'https://www.twitter.com/JesseSullivanIL'})",https://ballotpedia.org/Jesse_Sullivan,Governor,Illinois
Richard Irvin,Republican,Last election,2022.0,"defaultdict(<class 'str'>, {'Campaign Twitter': 'https://www.twitter.com/RichardIrvin4IL'})",https://ballotpedia.org/Richard_Irvin_(Illinois),Governor,Illinois
Gary Rabine,Republican,Last election,2022.0,"defaultdict(<class 'str'>, {'Campaign Twitter': 'https://www.twitter.com/GaryRabine'})",https://ballotpedia.org/Gary_Rabine,Governor,Illinois
Paul Schimpf,Republican,Last election,2022.0,"defaultdict(<class 'str'>, {'Campaign Twitter': 'https://www.twitter.com/PaulSchimpf'})",https://ballotpedia.org/Paul_Schimpf,Governor,Illinois
Max Solomon,Republican,Last election,2022.0,"defaultdict(<class 'str'>, {'Campaign Twitter': 'https://www.twitter.com/MmaxSolomon'})",https://ballotpedia.org/Max_Solomon,Governor,Illinois
Juliana Stratton,Democratic,Last elected,2022.0,"defaultdict(<class 'str'>, {'Official Twitter': 'https://www.twitter.com/LtGovStratton'})",https://ballotpedia.org/Juliana_Stratton,Governor,Illinois
Stephanie Trussell,Republican,Last election,2022.0,"defaultdict(<class 'str'>, {'Personal Twitter': 'https://www.twitter.com/reaganmom'})",https://ballotpedia.org/Stephanie_Trussell,Governor,Illinois
John Phillips,Libertarian,Last election,2022.0,"defaultdict(<class 'str'>, {})",https://ballotpedia.org/John_Phillips_(Illinois_Lieutenant_Governor_candidate),Governor,Illinois
Michael Kinney,Independent,Last election,2022.0,"defaultdict(<class 'str'>, {})",https://ballotpedia.org/Michael_Kinney_(Illinois),Governor,Illinois
Karla Shaw,Democratic,Last election,2022.0,"defaultdict(<class 'str'>, {})",https://ballotpedia.org/Karla_Shaw,Governor,Illinois
Kathleen Murphy,Republican,Last election,2022.0,"defaultdict(<class 'str'>, {'Personal Twitter': 'https://www.twitter.com/kathleenerin18'})",https://ballotpedia.org/Kathleen_Murphy_(Illinois),Governor,Illinois
Avery Bourne,Republican,Last elected,2020.0,"defaultdict(<class 'str'>, {'Campaign Twitter': 'https://www.twitter.com/AveryBourne'})",https://ballotpedia.org/Avery_Bourne,Governor,Illinois
Aaron Del Mar,Republican,Last election,2022.0,"defaultdict(<class 'str'>, {'Campaign Twitter': 'https://www.twitter.com/AaronDelMar'})",https://ballotpedia.org/Aaron_Del_Mar,Governor,Illinois
Carolyn Schofield,Republican,Last election,2022.0,"defaultdict(<class 'str'>, {'Personal Twitter': 'https://www.twitter.com/carschofield'})",https://ballotpedia.org/Carolyn_Schofield,Governor,Illinois
Latasha Fields,Republican,Last election,2022.0,"defaultdict(<class 'str'>, {'Campaign Twitter': 'https://www.twitter.com/LatashaHFields'})",https://ballotpedia.org/Latasha_Fields,Governor,Illinois
Bruce Rauner,Republican,Last election,2018.0,"defaultdict(<class 'str'>, {})",https://ballotpedia.org/Bruce_Rauner,Governor,Illinois
William McCann,Republican,Last election,2018.0,"defaultdict(<class 'str'>, {})",https://ballotpedia.org/William_McCann,Governor,Illinois
Grayson Jackson,Libertarian,Last election,2018.0,"defaultdict(<class 'str'>, {'Personal Twitter': 'https://www.twitter.com/kashjackson2018'})",https://ballotpedia.org/Kash_Jackson,Governor,Illinois
Daniel K. Biss,Democratic,Last election,2018.0,"defaultdict(<class 'str'>, {'Personal Twitter': 'https://www.twitter.com/danielbiss'})",https://ballotpedia.org/Daniel_K._Biss,Governor,Illinois
Chris Kennedy,Democratic,Last election,2018.0,"defaultdict(<class 'str'>, {})",https://ballotpedia.org/Chris_Kennedy_(Illinois_gubernatorial_candidate),Governor,Illinois
Tio Hardiman,Democratic,Last election,2018.0,"defaultdict(<class 'str'>, {})",https://ballotpedia.org/Tio_Hardiman,Governor,Illinois
Bob Daiber,Democratic,Last election,2018.0,"defaultdict(<class 'str'>, {'Personal Twitter': 'https://www.twitter.com/bobdaiber'})",https://ballotpedia.org/Bob_Daiber,Governor,Illinois
Jeanne M. Ives,Republican,Last election,2020.0,"defaultdict(<class 'str'>, {'Campaign Twitter': 'https://www.twitter.com/jeanneives'})",https://ballotpedia.org/Jeanne_M._Ives,Governor,Illinois
Matthew Scaro,Libertarian,Last election,2018.0,"defaultdict(<class 'str'>, {})",https://ballotpedia.org/Matthew_Scaro,Governor,Illinois
Jon Stewart,Libertarian,Next election,2024.0,"defaultdict(<class 'str'>, {})",https://ballotpedia.org/Jon_Stewart,Governor,Illinois
Evelyn Sanguinetti,Republican,Last election,2020.0,"defaultdict(<class 'str'>, {'Campaign Twitter': 'https://www.twitter.com/Evelynetti'})",https://ballotpedia.org/Evelyn_Sanguinetti,Governor,Illinois
Aaron Merreighn,unknown,Last election,2018.0,"defaultdict(<class 'str'>, {})",https://ballotpedia.org/Aaron_Merreighn,Governor,Illinois
Sanj Mohip,Libertarian,Last election,2018.0,"defaultdict(<class 'str'>, {})",https://ballotpedia.org/Sanj_Mohip,Governor,Illinois
Patricia Avery,Democratic,Last election,2018.0,"defaultdict(<class 'str'>, {})",https://ballotpedia.org/Patricia_Avery,Governor,Illinois
Dennis Cole,Democratic,Last election,2018.0,"defaultdict(<class 'str'>, {})",https://ballotpedia.org/Dennis_Cole,Governor,Illinois
Ra Joy,Democratic,Last election,2018.0,"defaultdict(<class 'str'>, {'Personal Twitter': 'https://www.twitter.com/ra_joy'})",https://ballotpedia.org/Ra_Joy,Governor,Illinois
Jonathan Todd,Democratic,Last election,2018.0,"defaultdict(<class 'str'>, {})",https://ballotpedia.org/Jonathan_Todd,Governor,Illinois
Litesa Wallace,Democratic,Last election,2022.0,"defaultdict(<class 'str'>, {'Campaign Twitter': 'https://www.twitter.com/LitesaWallace'})",https://ballotpedia.org/Litesa_E._Wallace,Governor,Illinois
Richard Morthland,Republican,Last election,2018.0,"defaultdict(<class 'str'>, {})",https://ballotpedia.org/Richard_Morthland,Governor,Illinois
Elizabeth M. Rochford,Democratic,Date Elected,2022.0,"defaultdict(<class 'str'>, {'Campaign Twitter': 'https://www.twitter.com/judgerochford'})",https://ballotpedia.org/Elizabeth_M._Rochford,State Supreme Court,Illinois
Nancy Rotering,Democratic,Last election,2022.0,"defaultdict(<class 'str'>, {'Campaign Twitter': 'https://www.twitter.com/NancyRotering'})",https://ballotpedia.org/Nancy_Rotering,State Supreme Court,Illinois
René Cruz,unknown,Last election,2022.0,"defaultdict(<class 'str'>, {})",https://ballotpedia.org/René_Cruz,State Supreme Court,Illinois
Daniel Shanes,unknown,Last election,2022.0,"defaultdict(<class 'str'>, {})",https://ballotpedia.org/Daniel_Shanes,State Supreme Court,Illinois
John A. Noverini,unknown,Last election,2022.0,"defaultdict(<class 'str'>, {})",https://ballotpedia.org/John_A._Noverini,State Supreme Court,Illinois
Susan Hutchinson,Nonpartisan,Last election,2022.0,"defaultdict(<class 'str'>, {})",https://ballotpedia.org/Susan_Hutchinson_(Illinois),State Supreme Court,Illinois
Michael J. Burke,Republican,Last election,2022.0,"defaultdict(<class 'str'>, {'Campaign Twitter': 'https://www.twitter.com/JusticeBurke_IL'})",https://ballotpedia.org/Michael_J._Burke,State Supreme Court,Illinois
Mary O'Brien,Democratic,Last election,2022.0,"defaultdict(<class 'str'>, {'Campaign Twitter': 'https://www.twitter.com/MaryKayOBrienIL'})",https://ballotpedia.org/Mary_O'Brien,State Supreme Court,Illinois
Mary Jane Theis,Democratic,Last election,2022.0,"defaultdict(<class 'str'>, {})",https://ballotpedia.org/Mary_Jane_Theis,State Supreme Court,Illinois
Chuck Schumer,Democratic,Last elected,2022.0,"defaultdict(<class 'str'>, {'Official Twitter': 'https://www.twitter.com/SenSchumer', 'Campaign Twitter': 'https://www.twitter.com/chuckschumer'})",https://ballotpedia.org/Chuck_Schumer,U.S. Senate,New York
Joe Pinion,Republican,Last election,2022.0,"defaultdict(<class 'str'>, {'Campaign Twitter': 'https://www.twitter.com/JosephPinion'})",https://ballotpedia.org/Joe_Pinion,U.S. Senate,New York
Diane Sare,unknown,Last election,2022.0,"defaultdict(<class 'str'>, {'Campaign Twitter': 'https://www.twitter.com/DianeSare'})",https://ballotpedia.org/Diane_Sare,U.S. Senate,New York
Kirsten Gillibrand,Democratic,Last elected,2018.0,"defaultdict(<class 'str'>, {'Official Twitter': 'https://www.twitter.com/gillibrandny', 'Campaign Twitter': 'https://www.twitter.com/SenGillibrand'})",https://ballotpedia.org/Kirsten_Gillibrand,U.S. Senate,New York
Chele Farley,Republican,Last election,2020.0,"defaultdict(<class 'str'>, {'Campaign Twitter': 'https://www.twitter.com/CheleFarley'})",https://ballotpedia.org/Chele_Farley,U.S. Senate,New York
Kathy Hochul,Democratic,Last elected,2022.0,"defaultdict(<class 'str'>, {'Official Twitter': 'https://www.twitter.com/GovKathyHochul', 'Campaign Twitter': 'https://www.twitter.com/KathyHochul'})",https://ballotpedia.org/Kathy_Hochul,Governor,New York
Lee Zeldin,Republican,Last elected,2020.0,"defaultdict(<class 'str'>, {'Official Twitter': 'https://www.twitter.com/RepLeeZeldin', 'Campaign Twitter': 'https://www.twitter.com/leezeldin'})",https://ballotpedia.org/Lee_Zeldin,Governor,New York
Jumaane Williams,Democratic,Last elected,2021.0,"defaultdict(<class 'str'>, {'Campaign Twitter': 'https://www.twitter.com/JumaaneWilliams'})",https://ballotpedia.org/Jumaane_Williams,Governor,New York
Tom Suozzi,Democratic,Last elected,2020.0,"defaultdict(<class 'str'>, {'Official Twitter': 'https://www.twitter.com/RepTomSuozzi', 'Campaign Twitter': 'https://www.twitter.com/Tom_Suozzi'})",https://ballotpedia.org/Tom_Suozzi,Governor,New York
Andrew Giuliani,Republican,Last election,2022.0,"defaultdict(<class 'str'>, {'Campaign Twitter': 'https://www.twitter.com/AndrewHGiuliani'})",https://ballotpedia.org/Andrew_Giuliani,Governor,New York
Rob Astorino,Republican,Last election,2022.0,"defaultdict(<class 'str'>, {'Campaign Twitter': 'https://www.twitter.com/RobAstorino'})",https://ballotpedia.org/Rob_Astorino,Governor,New York
Harry Wilson,Republican,Last election,2022.0,"defaultdict(<class 'str'>, {'Campaign Twitter': 'https://www.twitter.com/HarryWilsonNY'})",https://ballotpedia.org/Harry_Wilson,Governor,New York
Antonio Delgado,Democratic,Last elected,2022.0,"defaultdict(<class 'str'>, {'Official Twitter': 'https://www.twitter.com/repdelgado', 'Campaign Twitter': 'https://www.twitter.com/DelgadoforNY'})",https://ballotpedia.org/Antonio_Delgado_(New_York),Governor,New York
Alison Esposito,Republican,Last election,2022.0,"defaultdict(<class 'str'>, {'Campaign Twitter': 'https://www.twitter.com/EspositoforNY'})",https://ballotpedia.org/Alison_Esposito,Governor,New York
Ana Maria Archila,unknown,Last election,2022.0,"defaultdict(<class 'str'>, {'Campaign Twitter': 'https://www.twitter.com/anamariaforny'})",https://ballotpedia.org/Ana_Maria_Archila,Governor,New York
Diana Reyna,Democratic,Last election,2022.0,"defaultdict(<class 'str'>, {'Campaign Twitter': 'https://www.twitter.com/Reyna4NY'})",https://ballotpedia.org/Diana_Reyna,Governor,New York
Andrew Cuomo,Democratic,unknown,-inf,"defaultdict(<class 'str'>, {})",https://ballotpedia.org/Andrew_Cuomo,Governor,New York
Marcus Molinaro,Republican,Date Elected,2022.0,"defaultdict(<class 'str'>, {'Campaign Twitter': 'https://www.twitter.com/MarcMolinaroNY'})",https://ballotpedia.org/Marcus_Molinaro,Governor,New York
